internship_title,company_name,location,start_date,duration,stipend,Skills,Interests
Student Education Counseling,IMADE Creative Studio,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives",Embedded Systems,Blockchain
Business Development (Sales),OnlineInfatuation,Delhi,Immediately,6 Months,"₹ 5,000 /month",Python,Space Tech
Social Media Marketing,Blocks Byte,Work From Home,Immediately,6 Months,"₹ 1,500 /month",Networking,Data Science
Business Research (Critical Minerals),Jaguar Overseas Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives",Data Analysis,Open Source
Project Management,Global Groupware Solutions Limited,Work From Home,Immediately,6 Months,"₹ 25,000-35,000 /month",Data Analysis,AI
Web Development,Ecompsys India Private Limited,Vijayawada,Immediately,6 Months,"₹ 2,000 /month",Networking,Game Development
Canva Design,Purav Socio Foundation,Work From Home,Immediately,6 Months,Unpaid,Cybersecurity,Cybersecurity
Human Resources (HR) (Work From Office),Stalwart People Company (SPC),Noida,Immediately,6 Months,"₹ 3,000-5,000 /month",Networking,Web 3.0
Social Media Marketing,Birbal,Navi Mumbai,Immediately,6 Months,"₹ 5,000 /month",Web Development,Game Development
.NET Development,Identium Tech Solutions,Delhi,Immediately,6 Months,"₹ 10,000-15,000 /month",Cloud Computing,Game Development
Mobile App Development,Standard Oil Corporation,Pune,Immediately,6 Months,"₹ 2,500 /month",Data Analysis,Open Source
Accounts & Legal,Mpower Urja,Pune,Immediately,6 Months,"₹ 2,500 /month",Networking,Robotics
Chemical & Mechanical Engineering,Pioneer Sam Energia,Pune,Immediately,6 Months,"₹ 2,500 /month",Data Analysis,Game Development
Backend Development,SmartTech Insurance Brokers,Chennai,Immediately,6 Months,"₹ 8,000 /month",Python,Web 3.0
Teaching,Jeevan Jaagrati Foundation,Work From Home,Immediately,6 Months,Unpaid,Cloud Computing,Space Tech
Chemistry & Biotechnology,Mpower Energy Company Private Limited,Pune,Immediately,6 Months,"₹ 2,500 /month",C++,Open Source
Business Development (Sales),Srchout Software Private Limited,Gurgaon,Immediately,6 Months,"₹ 8,000-25,000 /month",Java,Data Science
Business Development (Sales),Splendid Media Private Limited,Indore,Immediately,6 Months,"₹ 3,000 /month",Java,IoT
Management Trainee,First Asset,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month",Networking,Game Development
Architectural Design,Traction Studio,Mumbai,Immediately,6 Months,"₹ 5,000 /month",Cybersecurity,AI
Social Media Marketing,Surgtest,Work From Home,Immediately,6 Months,"₹ 5,000-8,000 /month",C++,Robotics
Business Development (Sales),Experiment Labs,Gurgaon,Immediately,6 Months,"₹ 10,000 /month +  Incentives",Database Management,Web 3.0
Global Western Bridal Fashion Market Research & Analysis,Ekadrishta Exclusives Private Limited,Mumbai,Immediately,6 Months,"₹ 6,000 /month",Networking,AI
Graphic Design And Photo Editing,Phoxico,Work From Home,Immediately,6 Months,"₹ 2,000 /month +  Incentives",Machine Learning,AI
"Full Stack Developement (Javascript, Google App Script, Node.js, HTML/CSS)",Bootstrap Digital Solutions,Delhi,Immediately,6 Months,"₹ 5,000-8,000 /month",Database Management,AI
Digital Marketing,Canopy Essence Group,Work From Home,Immediately,6 Months,"₹ 2,500 /month",Cloud Computing,Quantum Computing
Social Media Marketing,Divadhvik Corporate Services Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000 /month",Machine Learning,Data Science
Teaching (CUET Domains)All Sections & Domains,EduShastra Education Solutions Private Limited,Delhi,Immediately,4 Months,"₹ 20,000-30,000 /month",C++,Augmented Reality
Graphic Design,Uniworld Studios Private Limited,Delhi,Immediately,4 Months,"₹ 7,000-12,000 /month",Embedded Systems,Space Tech
Business Development (Sales),HIMANSHU AGRO ENTERPRISES,Kanpur,Immediately,4 Months,"₹ 5,000 /month +  Incentives",Cloud Computing,Augmented Reality
Social Media,Kochiva,Work From Home,Immediately,4 Months,"₹ 2,000 /month +  Incentives",Web Development,Data Science
English Curriculum Writing,Team Everest,Work From Home,Immediately,4 Months,Unpaid,Web Development,Quantum Computing
Guest Experience Management,The Madpackers Hostel,Jibhi,Immediately,4 Months,"₹ 8,000-10,000 /month",Python,Open Source
Graphic Design,2Cube,Gurgaon,Immediately,4 Months,"₹ 10,000 /month",Cloud Computing,Open Source
Field Sales,BWGrev Techindia Private Limited,Greater Noida,Immediately,4 Months,"₹ 10,000 lump sum",Machine Learning,IoT
Digital Marketing,Finda,Kozhikode,Immediately,4 Months,"₹ 9,000 /month",Machine Learning,IoT
Human Resources (HR),Weblinks Software Solutions,Pune,Immediately,4 Months,"₹ 5,000 /month",Networking,Web 3.0
Motion Graphics Design,Akanksha Yadav,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Networking,Game Development
Lead Generation & Client Coordination,Staunchcrypt LLP,Work From Home,Immediately,4 Months,"₹ 1,000 /month +  Incentives",Networking,IoT
Travel & Tourism,Escapers,Mumbai,Immediately,4 Months,"₹ 5,000 /month",Machine Learning,Game Development
Talent Acquisition,Falconaris Solutions,Work From Home,Immediately,4 Months,"₹ 3,000-5,000 /month",Python,IoT
Operations,Sensing And Monitoring Foundation,Mumbai,Immediately,4 Months,"₹ 7,500-15,000 /month",Java,Game Development
Graphic Design,Gursidak Foundation,Work From Home,Immediately,4 Months,Unpaid,Embedded Systems,AI
Subject Matter Expert - Chemistry,Endeavor Academy,Work From Home,Immediately,4 Months,"₹ 5,000 /month +  Incentives",Java,Augmented Reality
"Video Editing For An E-commerce Brand (Facebook, IG & TikTok)","Arosaa (Sheridan, United States)",Work From Home,Immediately,4 Months,"₹ 8,000-14,000 /month",Machine Learning,Augmented Reality
Business Sales,Agumentik Software Private Limited,Work From Home,Immediately,4 Months,"₹ 10,000-15,000 /month",Machine Learning,Data Science
Web Development,Company360.in,Work From Home,Immediately,4 Months,"₹ 2,500 /month",Data Analysis,Space Tech
Human Resources (HR),Mayadeep Hotels & Resorts,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Python,Cybersecurity
Human Resources (HR),Indian Wealth Management,Ahmedabad,Immediately,4 Months,"₹ 3,000-6,000 /month",Embedded Systems,AI
Social Media Marketing,Microphone Duties,Work From Home,Immediately,4 Months,"₹ 5,000-7,000 /month",Data Analysis,Robotics
Software Development Engineering (Web),Code Square Technologies,Indore,Immediately,4 Months,"₹ 5,000 /month",Data Analysis,Augmented Reality
Interior Design,Abhinav Gupta Architects,Mumbai,Immediately,4 Months,"₹ 2,000 /month +  Incentives",Embedded Systems,IoT
Travel Consulting,Ticketsntrips Travel Private Limited,Bhubaneswar,Immediately,4 Months,"₹ 5,000 /month +  Incentives",Networking,Blockchain
Business Development,MyFitSoul Technologies Private Limited,Work From Home,Immediately,4 Months,"₹ 13,000 /month",Cybersecurity,Web 3.0
Mind-Body Wellness Research & Innovation,Wellness Garden,Work From Home,Immediately,4 Months,"₹ 8,000 /month",Machine Learning,Game Development
Graphic Design,PLAIN,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Java,Space Tech
Video Making/Editing,Engineering Digest,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Data Analysis,Web 3.0
YouTube Management & Video Editing,SKV Infosys,Work From Home,Immediately,4 Months,"₹ 1,000-3,000 /month",Database Management,Game Development
Human Resources,IITM PRAVARTAK,Chennai,Immediately,4 Months,"₹ 10,000 /month",Java,Data Science
Campus Ambassador,Trential,Work From Home,Immediately,4 Months,Performance Based,Data Analysis,AI
Data Analytics,Careervira,Work From Home,Immediately,4 Months,"₹ 1,000-5,000 /month",Cloud Computing,Augmented Reality
Email Marketing,HubCredo,Work From Home,Immediately,4 Months,"₹ 10,000 /month +  Incentives",Machine Learning,Cybersecurity
Graphic Design,Hozo Technology,Work From Home,Immediately,4 Months,"₹ 1,000 /month",C++,Open Source
Media & Public Relations (PR),Avataryug,Thane,Immediately,4 Months,"₹ 8,000 /month",Cloud Computing,IoT
Social Media Marketing,Web Ignito,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Web Development,Data Science
Graphic Design With AI,Matrix International,Kolkata,Immediately,4 Months,"₹ 8,000 /month",UI/UX Design,Cybersecurity
Digital Marketing With AI,Matrix International,Kolkata,Immediately,4 Months,"₹ 8,000 /month",Networking,Quantum Computing
Content Writing With AI,Matrix International,Kolkata,Immediately,3 Months,"₹ 8,000 /month",Machine Learning,AI
Fashion Design,Buenmafe Enterprise (OPC) Private Limited,Delhi,Immediately,3 Months,"₹ 6,000 /month",Python,Game Development
Scientific Content Writing (Bioinformatics),Centre Of Bioinformatics Research & Technology (CBIRT),Work From Home,Immediately,3 Months,"₹ 2,000 /month",Cybersecurity,Cybersecurity
Three.JS Website Development,Impala Ventures,Work From Home,Immediately,3 Months,"₹ 10,000 /month",C++,Robotics
Accounts & Taxation,Taxolution,Bhilai,Immediately,3 Months,"₹ 4,000 /month",Networking,Blockchain
Content Writing,Smore Science,Work From Home,Immediately,3 Months,"₹ 10,000 /month",Networking,Cybersecurity
Brand Management & Social Media Management,Shaalin,Mumbai,Immediately,3 Months,"₹ 3,000 /month",UI/UX Design,Game Development
Digital Marketing,NotInLine Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month",Machine Learning,Cybersecurity
Fashion Design And Merchandising,42 Degree,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Web Development,Space Tech
Subject Matter Expert (SME) - Finance,Endeavor Academy,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives",Data Analysis,Quantum Computing
Subject Matter Expert (SME) - Computer Science,Endeavor Academy,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives",C++,Cybersecurity
Social Work,The We Foundation,Kolkata,Immediately,3 Months,Unpaid,Cloud Computing,Data Science
Human Resources (HR),Stalwart People Company (SPC),Greater Noida,Immediately,3 Months,"₹ 4,000-5,000 /month",Cloud Computing,AI
Social Media Video Making,Kera Originals,Noida,Immediately,3 Months,"₹ 4,000-5,000 /month",Cybersecurity,Cybersecurity
UX/UI Design,Global Groupware Solutions Limited,Work From Home,Immediately,3 Months,"₹ 25,000-35,000 /month",Database Management,Space Tech
Customer Relationship Management (CRM),COMMUNITY BASED MOBILIZATION FOR DEVELOPMENT (CBMD),Delhi,Immediately,3 Months,"₹ 18,000 /month",Database Management,Blockchain
Fortnite UEFN Development,Mathi Tamil Gaming,Work From Home,Immediately,3 Months,"₹ 10,000 /month",Cloud Computing,Space Tech
Social Media Marketing,VisionGATE,Mumbai,Immediately,3 Months,"₹ 3,000-8,000 /month",Cloud Computing,Robotics
Social Media Marketing,Manav.app,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",Networking,Quantum Computing
Search Engine Optimization (SEO),Vikas Kumar,Faridabad,Immediately,3 Months,"₹ 3,000-5,000 /month",UI/UX Design,Open Source
Content Creation,Knitroot India Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Java,AI
Private Equity & Venture Capital,HDFC Capital Advisors Limited,Mumbai,Immediately,3 Months,"₹ 5,000-25,000 /month",Java,Space Tech
Quality Analyst,Internshala Trainings,Gurgaon,Immediately,3 Months,"₹ 18,000 /month",C++,Open Source
Graphic Design & Video Editing,DM And Company,Work From Home,Immediately,3 Months,"₹ 2,000-9,000 /month",Embedded Systems,Game Development
Human Resources (HR),DataTrained Education Private Limited,Faridabad,Immediately,3 Months,"₹ 10,000 /month",Embedded Systems,Data Science
Business Development,Satyarthi Tech Group,Work From Home,Immediately,3 Months,"₹ 8,000 /month",Java,Space Tech
Customer Relationship Management/Client Servicing,UnoJobs,Noida,Immediately,3 Months,"₹ 30,000 /month",Java,Space Tech
Marketing,IFCI Financial Services Limited,Delhi,Immediately,3 Months,"₹ 3,000-10,000 /month",Database Management,Space Tech
Content Development (English),Akaaro,Work From Home,Immediately,3 Months,"₹ 2,000 /month",Embedded Systems,Data Science
UI/UX Design,Social Agni,Work From Home,Immediately,3 Months,"₹ 2,000 /month",UI/UX Design,Data Science
Content Writing (Chemistry),Social Agni,Work From Home,Immediately,3 Months,"₹ 1,500 /month",Data Analysis,Web 3.0
Physics Content Writing,Social Agni,Work From Home,Immediately,3 Months,"₹ 1,500 /month",Embedded Systems,Cybersecurity
Full Stack NEXT Development,Metaverse Ventures Private Limited,Work From Home,Immediately,3 Months,"₹ 18,000-21,000 /month",Web Development,Open Source
Content Creation,GoStrategyHub,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Java,Robotics
Creative Writing,Snails.,Bangalore,Immediately,3 Months,"₹ 2,000 /month +  Incentives",Networking,IoT
WordPress Development,Social Agni,Work From Home,Immediately,3 Months,"₹ 2,500 /month",Java,Robotics
Social Media Marketing,Social Agni,Work From Home,Immediately,3 Months,"₹ 2,500 /month",UI/UX Design,Blockchain
Content Writing (Medical),Social Agni,Work From Home,Immediately,3 Months,"₹ 1,000 /month",UI/UX Design,Game Development
Graphic Design,Social Agni,Work From Home,Immediately,3 Months,"₹ 2,500 /month",Data Analysis,Open Source
Sketch Art/Digital Art Deisgn,Social Agni,Work From Home,Immediately,3 Months,"₹ 2,000 /month",Data Analysis,Web 3.0
Human Resources (HR),India Clean Energy,Work From Home,Immediately,4 Months,"₹ 2,000 /month",Data Analysis,Space Tech
Search Engine Optimization (SEO),Social Agni,Work From Home,Immediately,4 Months,"₹ 2,000 /month",Networking,AI
Photography,Mechanz Industries Private Limited,Gurgaon,Immediately,4 Months,"₹ 5,000-10,000 /month",Java,Cybersecurity
Digital Marketing,Nuevo Home Service,Kottayam,Immediately,4 Months,"₹ 4,000 /month",C++,Data Science
Executive Assistance,"Watts Consulting (Toronto, Canada)",Work From Home,Immediately,4 Months,"₹ 15,000 /month",Database Management,Space Tech
Web Design (AI),India Clean Energy,Work From Home,Immediately,4 Months,"₹ 2,000 /month",Web Development,IoT
Social Media Marketing,Insta Beverages,Work From Home,Immediately,4 Months,"₹ 5,000 /month",Cybersecurity,Web 3.0
Video Editing (Instagram/YouTube),Insta Beverages,Work From Home,Immediately,4 Months,"₹ 8,000 /month",UI/UX Design,Open Source
Social Media Marketing,GoMarketify,Work From Home,Immediately,4 Months,"₹ 4,000 /month",Java,Cybersecurity
Architecture,Srijan Architects,Mumbai,Immediately,4 Months,"₹ 7,000-8,000 /month",Database Management,Game Development
Social Media Marketing,Further Media LLP,Nashik,Immediately,4 Months,"₹ 4,000 /month",C++,Quantum Computing
Business Development (Sales),Willow Interiors,Bangalore,Immediately,4 Months,"₹ 5,000 /month",Java,Open Source
Business Consulting (MSME),Carve My Life Services,Work From Home,Immediately,4 Months,"₹ 8,000 /month",Cloud Computing,Data Science
Human Resources (HR),Noble Nonprofit,Noida,Immediately,4 Months,"₹ 6,000 /month",UI/UX Design,Game Development
Human Resources (HR),Fincurious Inovations Private Limited,Bangalore,Immediately,4 Months,"₹ 5,000-10,000 /month",Web Development,Quantum Computing
Accounting & Taxation,SHREEJI AND ASSOCIATES,Delhi,Immediately,4 Months,"₹ 3,000-3,500 /month",UI/UX Design,Data Science
Digital Marketing,Performship.com,Noida,Immediately,4 Months,"₹ 4,000 /month",Cybersecurity,IoT
O&M (Solar Engineering),Cleantech Solar,Pune,Immediately,4 Months,"₹ 20,000 /month",Embedded Systems,Data Science
Data Entry,Ziegler Aerospace,Hyderabad,Immediately,4 Months,"₹ 8,000-10,000 /month",UI/UX Design,AI
Graphic Design,Venacava Designs,Delhi,Immediately,4 Months,"₹ 8,000 /month",Database Management,Data Science
Product Management,NeenOpal Intelligent Solutions Private Limited,Work From Home,Immediately,4 Months,"₹ 15,000 /month",Data Analysis,Open Source
Human Resources (HR),SA Fairs,Chandigarh,Immediately,4 Months,"₹ 7,000 /month",Data Analysis,Robotics
Social Media Marketing,ASB Design,Work From Home,Immediately,4 Months,"₹ 1,000 /month +  Incentives",Embedded Systems,AI
Embedded Firmware Development,"Rish Electromobility Incorporated (Manila, Philippines)",Work From Home,Immediately,4 Months,"₹ 10,000 /month",Web Development,Web 3.0
Business Development (Sales),OneKEE,Work From Home,Immediately,4 Months,"₹ 2,500-3,500 /month",Embedded Systems,Space Tech
Business Development Associate,Weekday,Work From Home,Immediately,4 Months,"₹ 10,000 /month",Web Development,Open Source
